==========================================
SLURM_JOB_ID = 7933854
SLURM_JOB_NODELIST = d14-10
TMPDIR = /tmp/SLURM_7933854
==========================================
2026-04-13 19:00:55.088723: I tensorflow/core/platform/cpu_feature_guard.cc:210] This TensorFlow binary is optimized to use available CPU instructions in performance-critical operations.
To enable the following instructions: AVX2 AVX512F FMA, in other operations, rebuild TensorFlow with the appropriate compiler flags.
WARNING: All log messages before absl::InitializeLog() is called are written to STDERR
I0000 00:00:1776132076.918560  579411 gpu_device.cc:2020] Created device /job:localhost/replica:0/task:0/device:GPU:0 with 31134 MB memory:  -> device: 0, name: Tesla V100-PCIE-32GB, pci bus id: 0000:3b:00.0, compute capability: 7.0
2026-04-13 19:01:17.259711: I tensorflow/core/kernels/data/tf_record_dataset_op.cc:390] TFRecordDataset `buffer_size` is unspecified, default to 262144
2026-04-13 19:01:18.897439: I tensorflow/core/framework/local_rendezvous.cc:407] Local rendezvous is aborting with status: OUT_OF_RANGE: End of sequence
2026-04-13 19:01:21.000922: I tensorflow/core/framework/local_rendezvous.cc:407] Local rendezvous is aborting with status: OUT_OF_RANGE: End of sequence
2026-04-13 19:01:24.866008: I tensorflow/core/framework/local_rendezvous.cc:407] Local rendezvous is aborting with status: OUT_OF_RANGE: End of sequence
2026-04-13 19:01:37.839170: I tensorflow/core/framework/local_rendezvous.cc:407] Local rendezvous is aborting with status: OUT_OF_RANGE: End of sequence

======================================================================
DFO Trial 29
======================================================================
Params: {
  "TRAINING_STEPS": 100000,
  "BATCH_SIZE": 512,
  "LEARNING_RATE": 0.001,
  "LR_DECAY_RATE": 0.995,
  "LR_DECAY_STEPS": 100,
  "NUM_COUNTER_EXAMPLES": 32,
  "LANGEVIN_TRAIN_ITERATIONS": 100,
  "LANGEVIN_STEPSIZE_INIT": 0.1,
  "LANGEVIN_STEPSIZE_FINAL": 1e-05,
  "LANGEVIN_STEPSIZE_POWER": 2.0,
  "LANGEVIN_NOISE_SCALE": 1.0,
  "LANGEVIN_DELTA_ACTION_CLIP": 0.1,
  "GRADIENT_MARGIN": 1.0,
  "SOFTMAX_TEMPERATURE": 0.5,
  "UNIFORM_BOUNDARY_BUFFER": 0.05,
  "HIDDEN_DIMS": [
    256,
    256
  ]
}

  Training (100000 steps)...
  Using device: cuda
  n_dim=8, action_dim=8, frame_stack=2
  Steps=100000, LR=0.001, Temp=0.5
  Counter-examples=32, Langevin iters=100
  Model: [256, 256], Grad margin=1.0
  Dataset size: 102000
  Step 500/100000 | Loss: 3.2618 (NCE: 3.2522, GP: 0.0097) | Acc: 0.070 | LR: 9.75e-04 | 53.7s
  Step 1000/100000 | Loss: 3.2227 (NCE: 3.1987, GP: 0.0240) | Acc: 0.111 | LR: 9.51e-04 | 105.0s
  Step 1500/100000 | Loss: 3.2582 (NCE: 3.2365, GP: 0.0218) | Acc: 0.189 | LR: 9.28e-04 | 156.2s
  Step 2000/100000 | Loss: 3.2465 (NCE: 3.2252, GP: 0.0213) | Acc: 0.543 | LR: 9.05e-04 | 207.4s
  Step 2500/100000 | Loss: 3.2602 (NCE: 3.2420, GP: 0.0182) | Acc: 0.254 | LR: 8.82e-04 | 258.6s
  Step 3000/100000 | Loss: 3.2687 (NCE: 3.2485, GP: 0.0202) | Acc: 0.430 | LR: 8.60e-04 | 309.8s
  Step 3500/100000 | Loss: 3.2681 (NCE: 3.2464, GP: 0.0217) | Acc: 0.660 | LR: 8.39e-04 | 361.1s
  Step 4000/100000 | Loss: 3.2714 (NCE: 3.2513, GP: 0.0201) | Acc: 0.529 | LR: 8.18e-04 | 412.3s
  Step 4500/100000 | Loss: 3.2649 (NCE: 3.2431, GP: 0.0218) | Acc: 0.311 | LR: 7.98e-04 | 463.5s
  Step 5000/100000 | Loss: 3.2552 (NCE: 3.2337, GP: 0.0214) | Acc: 0.641 | LR: 7.78e-04 | 514.8s
  Step 5500/100000 | Loss: 3.2823 (NCE: 3.2621, GP: 0.0202) | Acc: 0.520 | LR: 7.59e-04 | 566.0s
  Step 6000/100000 | Loss: 3.2728 (NCE: 3.2510, GP: 0.0218) | Acc: 0.391 | LR: 7.40e-04 | 619.4s
  Step 6500/100000 | Loss: 3.2701 (NCE: 3.2493, GP: 0.0207) | Acc: 0.463 | LR: 7.22e-04 | 670.7s
  Step 7000/100000 | Loss: 3.2513 (NCE: 3.2308, GP: 0.0205) | Acc: 0.801 | LR: 7.04e-04 | 721.9s
  Step 7500/100000 | Loss: 3.2457 (NCE: 3.2257, GP: 0.0201) | Acc: 0.891 | LR: 6.87e-04 | 773.1s
  Step 8000/100000 | Loss: 3.2639 (NCE: 3.2435, GP: 0.0204) | Acc: 0.619 | LR: 6.70e-04 | 824.3s
  Step 8500/100000 | Loss: 3.2510 (NCE: 3.2302, GP: 0.0209) | Acc: 0.836 | LR: 6.53e-04 | 875.4s
  Step 9000/100000 | Loss: 3.2664 (NCE: 3.2460, GP: 0.0204) | Acc: 0.723 | LR: 6.37e-04 | 926.5s
  Step 9500/100000 | Loss: 3.2515 (NCE: 3.2309, GP: 0.0206) | Acc: 0.475 | LR: 6.21e-04 | 978.4s
  Step 10000/100000 | Loss: 3.2578 (NCE: 3.2356, GP: 0.0221) | Acc: 0.752 | LR: 6.06e-04 | 1030.2s
  Step 10500/100000 | Loss: 3.2518 (NCE: 3.2298, GP: 0.0220) | Acc: 0.717 | LR: 5.91e-04 | 1081.3s
  Step 11000/100000 | Loss: 3.2656 (NCE: 3.2421, GP: 0.0235) | Acc: 0.738 | LR: 5.76e-04 | 1132.6s
  Step 11500/100000 | Loss: 3.2474 (NCE: 3.2252, GP: 0.0222) | Acc: 0.668 | LR: 5.62e-04 | 1183.6s
  Step 12000/100000 | Loss: 3.2484 (NCE: 3.2274, GP: 0.0210) | Acc: 0.838 | LR: 5.48e-04 | 1234.5s
  Step 12500/100000 | Loss: 3.2516 (NCE: 3.2286, GP: 0.0230) | Acc: 0.812 | LR: 5.34e-04 | 1285.3s
  Step 13000/100000 | Loss: 3.2596 (NCE: 3.2378, GP: 0.0217) | Acc: 0.588 | LR: 5.21e-04 | 1336.2s
  Step 13500/100000 | Loss: 3.2505 (NCE: 3.2294, GP: 0.0211) | Acc: 0.797 | LR: 5.08e-04 | 1387.3s
  Step 14000/100000 | Loss: 3.2555 (NCE: 3.2335, GP: 0.0220) | Acc: 0.820 | LR: 4.96e-04 | 1438.3s
  Step 14500/100000 | Loss: 3.2583 (NCE: 3.2379, GP: 0.0204) | Acc: 0.729 | LR: 4.83e-04 | 1489.2s
  Step 15000/100000 | Loss: 3.2655 (NCE: 3.2446, GP: 0.0209) | Acc: 0.668 | LR: 4.71e-04 | 1540.4s
  Step 15500/100000 | Loss: 3.2526 (NCE: 3.2319, GP: 0.0206) | Acc: 0.785 | LR: 4.60e-04 | 1591.3s
  Step 16000/100000 | Loss: 3.2573 (NCE: 3.2357, GP: 0.0216) | Acc: 0.877 | LR: 4.48e-04 | 1642.1s
  Step 16500/100000 | Loss: 3.2474 (NCE: 3.2260, GP: 0.0214) | Acc: 0.834 | LR: 4.37e-04 | 1692.9s
  Step 17000/100000 | Loss: 3.2612 (NCE: 3.2401, GP: 0.0211) | Acc: 0.936 | LR: 4.27e-04 | 1743.7s
  Step 17500/100000 | Loss: 3.2479 (NCE: 3.2252, GP: 0.0228) | Acc: 0.947 | LR: 4.16e-04 | 1794.5s
  Step 18000/100000 | Loss: 3.2649 (NCE: 3.2429, GP: 0.0220) | Acc: 0.877 | LR: 4.06e-04 | 1845.5s
  Step 18500/100000 | Loss: 3.2429 (NCE: 3.2237, GP: 0.0192) | Acc: 0.906 | LR: 3.96e-04 | 1896.3s
  Step 19000/100000 | Loss: 3.2676 (NCE: 3.2457, GP: 0.0219) | Acc: 0.893 | LR: 3.86e-04 | 1947.2s
  Step 19500/100000 | Loss: 3.2545 (NCE: 3.2338, GP: 0.0206) | Acc: 0.930 | LR: 3.76e-04 | 1998.3s
  Step 20000/100000 | Loss: 3.2474 (NCE: 3.2264, GP: 0.0210) | Acc: 0.863 | LR: 3.67e-04 | 2049.2s
  Step 20500/100000 | Loss: 3.2554 (NCE: 3.2340, GP: 0.0213) | Acc: 0.873 | LR: 3.58e-04 | 2100.5s
  Step 21000/100000 | Loss: 3.2498 (NCE: 3.2285, GP: 0.0214) | Acc: 0.855 | LR: 3.49e-04 | 2151.7s
  Step 21500/100000 | Loss: 3.2545 (NCE: 3.2326, GP: 0.0219) | Acc: 0.895 | LR: 3.40e-04 | 2202.6s
  Step 22000/100000 | Loss: 3.2519 (NCE: 3.2321, GP: 0.0198) | Acc: 0.928 | LR: 3.32e-04 | 2253.5s
  Step 22500/100000 | Loss: 3.2540 (NCE: 3.2332, GP: 0.0208) | Acc: 0.926 | LR: 3.24e-04 | 2304.5s
  Step 23000/100000 | Loss: 3.2504 (NCE: 3.2297, GP: 0.0208) | Acc: 0.961 | LR: 3.16e-04 | 2355.3s
  Step 23500/100000 | Loss: 3.2588 (NCE: 3.2376, GP: 0.0212) | Acc: 0.957 | LR: 3.08e-04 | 2406.2s
  Step 24000/100000 | Loss: 3.2581 (NCE: 3.2370, GP: 0.0211) | Acc: 0.902 | LR: 3.00e-04 | 2457.1s
  Step 24500/100000 | Loss: 3.2509 (NCE: 3.2312, GP: 0.0197) | Acc: 0.928 | LR: 2.93e-04 | 2508.1s
  Step 25000/100000 | Loss: 3.2650 (NCE: 3.2442, GP: 0.0208) | Acc: 0.900 | LR: 2.86e-04 | 2558.9s
  Step 25500/100000 | Loss: 3.2629 (NCE: 3.2416, GP: 0.0213) | Acc: 0.875 | LR: 2.79e-04 | 2609.8s
  Step 26000/100000 | Loss: 3.2611 (NCE: 3.2410, GP: 0.0202) | Acc: 0.908 | LR: 2.72e-04 | 2660.7s
  Step 26500/100000 | Loss: 3.2518 (NCE: 3.2313, GP: 0.0205) | Acc: 0.947 | LR: 2.65e-04 | 2711.6s
  Step 27000/100000 | Loss: 3.2476 (NCE: 3.2278, GP: 0.0198) | Acc: 0.943 | LR: 2.58e-04 | 2762.7s
  Step 27500/100000 | Loss: 3.2536 (NCE: 3.2326, GP: 0.0209) | Acc: 0.945 | LR: 2.52e-04 | 2813.5s
  Step 28000/100000 | Loss: 3.2584 (NCE: 3.2376, GP: 0.0207) | Acc: 0.955 | LR: 2.46e-04 | 2864.4s
  Step 28500/100000 | Loss: 3.2511 (NCE: 3.2315, GP: 0.0196) | Acc: 0.961 | LR: 2.40e-04 | 2915.3s
  Step 29000/100000 | Loss: 3.2455 (NCE: 3.2254, GP: 0.0201) | Acc: 0.953 | LR: 2.34e-04 | 2966.7s
  Step 29500/100000 | Loss: 3.2575 (NCE: 3.2377, GP: 0.0198) | Acc: 0.949 | LR: 2.28e-04 | 3017.5s
  Step 30000/100000 | Loss: 3.2534 (NCE: 3.2324, GP: 0.0210) | Acc: 0.953 | LR: 2.22e-04 | 3068.5s
  Step 30500/100000 | Loss: 3.2605 (NCE: 3.2400, GP: 0.0205) | Acc: 0.943 | LR: 2.17e-04 | 3119.6s
  Step 31000/100000 | Loss: 3.2655 (NCE: 3.2429, GP: 0.0226) | Acc: 0.945 | LR: 2.11e-04 | 3170.6s
  Step 31500/100000 | Loss: 3.2493 (NCE: 3.2284, GP: 0.0209) | Acc: 0.947 | LR: 2.06e-04 | 3221.5s
  Step 32000/100000 | Loss: 3.2492 (NCE: 3.2293, GP: 0.0200) | Acc: 0.951 | LR: 2.01e-04 | 3272.3s
  Step 32500/100000 | Loss: 3.2478 (NCE: 3.2279, GP: 0.0198) | Acc: 0.936 | LR: 1.96e-04 | 3323.3s
  Step 33000/100000 | Loss: 3.2507 (NCE: 3.2301, GP: 0.0206) | Acc: 0.961 | LR: 1.91e-04 | 3374.4s
  Step 33500/100000 | Loss: 3.2495 (NCE: 3.2291, GP: 0.0204) | Acc: 0.959 | LR: 1.87e-04 | 3425.3s
  Step 34000/100000 | Loss: 3.2530 (NCE: 3.2329, GP: 0.0201) | Acc: 0.959 | LR: 1.82e-04 | 3476.1s
  Step 34500/100000 | Loss: 3.2570 (NCE: 3.2366, GP: 0.0205) | Acc: 0.971 | LR: 1.77e-04 | 3526.9s
  Step 35000/100000 | Loss: 3.2598 (NCE: 3.2398, GP: 0.0200) | Acc: 0.963 | LR: 1.73e-04 | 3577.8s
  Step 35500/100000 | Loss: 3.2577 (NCE: 3.2373, GP: 0.0204) | Acc: 0.973 | LR: 1.69e-04 | 3628.5s
  Step 36000/100000 | Loss: 3.2564 (NCE: 3.2361, GP: 0.0204) | Acc: 0.943 | LR: 1.65e-04 | 3679.4s
  Step 36500/100000 | Loss: 3.2653 (NCE: 3.2452, GP: 0.0201) | Acc: 0.943 | LR: 1.60e-04 | 3730.3s
  Step 37000/100000 | Loss: 3.2565 (NCE: 3.2363, GP: 0.0202) | Acc: 0.947 | LR: 1.57e-04 | 3781.1s
  Step 37500/100000 | Loss: 3.2575 (NCE: 3.2375, GP: 0.0200) | Acc: 0.973 | LR: 1.53e-04 | 3834.1s
  Step 38000/100000 | Loss: 3.2596 (NCE: 3.2392, GP: 0.0204) | Acc: 0.963 | LR: 1.49e-04 | 3884.9s
  Step 38500/100000 | Loss: 3.2670 (NCE: 3.2466, GP: 0.0203) | Acc: 0.955 | LR: 1.45e-04 | 3936.0s
  Step 39000/100000 | Loss: 3.2627 (NCE: 3.2424, GP: 0.0203) | Acc: 0.957 | LR: 1.42e-04 | 3986.7s
  Step 39500/100000 | Loss: 3.2503 (NCE: 3.2306, GP: 0.0197) | Acc: 0.955 | LR: 1.38e-04 | 4037.3s
  Step 40000/100000 | Loss: 3.2505 (NCE: 3.2298, GP: 0.0207) | Acc: 0.967 | LR: 1.35e-04 | 4088.2s
  Step 40500/100000 | Loss: 3.2623 (NCE: 3.2425, GP: 0.0197) | Acc: 0.959 | LR: 1.31e-04 | 4138.9s
  Step 41000/100000 | Loss: 3.2521 (NCE: 3.2321, GP: 0.0200) | Acc: 0.965 | LR: 1.28e-04 | 4189.7s
